Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Police Public,1990,127,"Crime, Thriller",6.6,141.0,Esmayeel Shroff,Vijay Aidasani,Jayshree Arora,Ila Arun
Poochho Mere Dil Se,2004,132,"Action, Drama",4.6,10.0,Kumar Pradeep,Alka Anjali,Ashok Barot,Diya Chakraborty
Pooja,1954,128,"Drama, Romance",5.839567609057182,5.839567609057182,Bhagwan Das Varma,Purnima,Bharat Bhushan,Hiralal
Poorna,2017,100,"Action, Adventure, Biography",7.8,1343.0,Rahul Bose,Prashant Pandey,Aditi Inamdar,Rahul Bose
Popcity,1987,128,"Crime, Drama, Fantasy",5.839567609057182,5.839567609057182,Rohit Mittal,Naina Sareen,Preeti Sharma,Arjun Radhakrishnan
POV: Point of view,2017,108,"Horror, Thriller",5.839567609057182,5.839567609057182,Prabhakar Jha,Murari Kumar,Sabreen Baker,Sufrat Khan
Prabhat,1941,128,Drama,5.839567609057182,5.839567609057182,V.M. Vyas,Shanta Hublikar,Paidi Jairaj,Nazir Bedi
Prabhu Ki Maya,1955,128,Drama,5.839567609057182,5.839567609057182,Prem Adib,Vithaldas,Mubarak,P. Kailash
Pragaash,2017,72,"Documentary, Biography, Music",5.839567609057182,5.839567609057182,Janmejay Singh,Zaan Khan,Neelu Kohli,Sheetal Maulik
Prarabdh,1987,145,Drama,5.839567609057182,5.839567609057182,Pravat Rout,Man Singh,Twinkle Patel,Hirdeyjeet Jarnail
Pratha,2002,128,"Action, Drama, Thriller",6.2,34.0,Raja Bundela,Deepak Bandhu,Irrfan Khan,Ashney Shroff
Pratibimbo,2020,21,"Crime, Drama, Mystery",7.8,8.0,Yogesh Ingole,Moumita Goswami,Priyanka Karkera,Abhishail Kharote
Pratighaat,1987,164,"Action, Crime, Drama",7.0,71.0,N. Chandra,Sujata Mehta,Arvind Kumar,Charan Raj
Preeti,1986,128,Drama,5.839567609057182,5.839567609057182,Saawan Kumar Tak,Chaman Bagga,Prem Chopra,Jugnu
Prem Daan,1992,128,Romance,8.0,13.0,Saawan Kumar Tak,Nitish Bharadwaj,Kushboo,Abhinav Chaturvedi
Prem Ki Aag,1936,128,Drama,5.839567609057182,5.839567609057182,M.L. Kapoor,Mukhtar Begum,Husn Banu,Bhai Desa
Prem Ki Ganga,1971,128,Romance,5.839567609057182,5.839567609057182,Kalyani,Ajay Kumar,Manish,Kamal Mishra
Prem Milan,2005,128,Thriller,5.839567609057182,5.839567609057182,Mannan A. Gada,Reena Kapoor,Amit Pachori,Urmila
Prem Pujaari,1935,128,Drama,5.839567609057182,5.839567609057182,Rafiq Rizvi,Alaknanda,Rafiq Ghaznavi,Keshavaro Mongle
Prem Rahasya,1981,128,Romance,5.839567609057182,5.839567609057182,Adoor Bhasi,Krishna Chandran,Jayabharati,K.P.A.C. Lalitha
Prem Yudh,1985,128,Romance,5.839567609057182,5.839567609057182,S.V. Rajendra Singh Babu,Ambika,Ravi Chandra,Sheetal
Prema Sikharam,1992,128,"Comedy, Drama, Family",5.6,7.0,Satya Gopal Bhatnagar,C. Arunpandian,Brahmanandam,Uttej
Premaatur,2021,109,"Horror, Romance, Thriller",5.839567609057182,5.839567609057182,Sumit Sagar,Prashant Walde,Heta Shah,Kalyani Kumari
Prerana,1984,128,Romance,5.839567609057182,5.839567609057182,Moti Sagar,Moti Sagar,Kiran Juneja,Manmohan Krishna
Prithipal Singh,2015,128,Biography,5.839567609057182,5.839567609057182,Babita Puri,Vikas Kumar,Anjali Patil,Deepak Sandhu
Prithvi Vallabh,1943,121,Drama,7.7,27.0,Sohrab Modi,Sadiq Ali,Durga Khote,Leela Mishra
Prithviraj,2021,128,"Action, Drama, History",5.839567609057182,5.839567609057182,Chandra Prakash Dwivedi,Deependra Singh,Nikkita Chadha,Akshay Kumar
Priti the dark shadow of society,2021,101,Family,5.839567609057182,5.839567609057182,Arjun Mahadev Vriti,Mohammad Ishtiyaq Mi Ishu Boy,Harish Gupta,Ayushi Chatterjee
Private Detective,1962,128,Thriller,5.839567609057182,5.839567609057182,A. Shamsheer,Naazi,Samar Roy,Heera Sawant
Private Teacher,2016,109,Romance,5.839567609057182,5.839567609057182,Satyam Chauhan,Gayatri Singh,Rachna Soni,Rachna Thakur
Priya: The Charming Girl of India,2019,128,Romance,4.0,6.0,Jay Kumar,Madhu Roy,Ekaterina Antonova,Tatyana Melnikova
Professor Ki Padosan,1994,138,Comedy,6.2,69.0,Shantilal Soni,Ravi Tandon,Sanjeev Kumar,Padmini Kolhapure
Project Kahuta,2021,82,"Biography, History, Thriller",5.839567609057182,5.839567609057182,Ankur Pajni,Manjari Fadnnis,Vinay Pathak,Ayushi Gupta
Project Papa,2018,97,Drama,6.6,27.0,Kanika Batra,Kanika Batra,Rakesh Batra,Rajit Kapoor
Puli Bebbuli,1983,149,"Action, Family, Drama",6.3,15.0,K.S.R. Das,Krishnamraju,Chiranjeevi,Jaya Prada
Pump Up the Mandali,2010,128,"Comedy, Drama, Music",5.839567609057182,5.839567609057182,Monti Issar,Azahr Adam,Rashmi Agarwal,Anandi lal Amin
Pune tc,2012,128,Comedy,5.839567609057182,5.839567609057182,Abhijeet Choudhary,Sulagna Chatterjee,Abhijeet Choudary,Dhanashree Heblikar
Punnami Nagu,2009,128,"Adventure, Drama, Fantasy",4.3,6.0,A. Kodandarami Reddy,Mumait Khan,Nalini,Suhasini
Purani Kabar,1998,128,Horror,4.6,12.0,Rajeev Raj,Mohini,Mohan Joshi,Jack Gaud
Purush- Freedom of Choice,2018,128,Comedy,5.839567609057182,5.839567609057182,Tarun Datta,Raja Chaudhary,Sachin Datta,Tarun Datta
Pyaar Banam Khap Panchayat,2020,118,Drama,5.839567609057182,5.839567609057182,Shambhu Purohit,Manoj Pandit,Manoj Bakshi,Donal Bisht
Pyaar Ka Tarana,1993,136,"Musical, Drama",4.3,24.0,Dev Anand,Manu Gargi,Anita Ayoob,Akshay Anand
Pyaar Kaa Fundaa,2010,128,"Comedy, Romance",5.839567609057182,5.839567609057182,Monazir Hasan,Kashi Tiwari,Yugbodh Garewal,Shakti Kapoor
Pyaara Dost,1982,128,Thriller,4.6,5.0,Imtiaz Khan,Imtiaz Khan,Amjad Khan,Ranjeeta Kaur
Pyaari Bhabhi,1985,128,"Drama, Family",5.839567609057182,5.839567609057182,K.C. Agarwal,Ibne Bakshi,Master Bhagwan,Uma Dhawan
Pyaase Armaan,2002,128,Romance,5.839567609057182,5.839567609057182,Rajesh,Roopa,Sajani,Shakeela
Pyaasi Aankhe,2001,128,Thriller,5.839567609057182,5.839567609057182,Maria,Maria,Mohan,Mohan
Pyaasi Atma,1988,128,Horror,6.1,7.0,Ismail Inamdar,A.K. Misra,Amar,Lalita Pawar
Pyaasi Mamta,1986,128,Drama,5.839567609057182,5.839567609057182,Chander H. Bahl,Aajesh Rekhi,Upasna Singh,Nirala Thakur
Pyaasi Mohabbat,1992,128,Thriller,5.839567609057182,5.839567609057182,Anuradha,Janardanan,Pramila,Raghu
Pyaasi Nagin,2004,84,Horror,5.839567609057182,5.839567609057182,Kishan Shah,Karishma,Riya,Vinod Tripathi
Pyar Bhara Dil,1991,147,"Drama, Romance",6.3,14.0,Chandra Barot,Deepa Barot,Rakesh Bedi,Harish Bhimani
Pyar Bhari Madhoshiyan,1987,135,Horror,5.839567609057182,5.839567609057182,Vinay Tiwari,Leena Kapoor,Abhinav Paatekar,Rose Laskar
Pyar Deewana Hota Hain,1992,128,Romance,5.839567609057182,5.839567609057182,Anand S. Vardhan,Zaheer Rizvi,Saathi Ganguly,Pankaj Berry
Pyar Hua Dheere Dheere,1993,128,Romance,5.839567609057182,5.839567609057182,Prabha Mishra,Akhlish,Anchana,Ria Kaushal
Pyar Ka Rog,1994,128,"Comedy, Drama, Romance",4.0,14.0,Akashdeep,Ravi Behl,Sheeba,Bindu
Pyar Karnewale Kabhi Kam Na Honge,1995,128,Romance,5.839567609057182,5.839567609057182,Punny Sehgal,Sajaan,Rooplata,Rocky
Pyar Ki Masti,1991,128,Thriller,5.839567609057182,5.839567609057182,Anil Khanna,Pratibha,Shakeela,K.V. Shanthi
Pyar Ki Pyas,1961,128,Drama,5.8,13.0,Mahesh Kaul,Shreekant,Nishi,Manmohan Krishna
Pyar Ki Umang,1998,128,Romance,5.839567609057182,5.839567609057182,Chandni Gupta,Vinay Khatna,Rakesh Pandey,Asha Sharma
Pyar Me Zeero Hu,2020,128,"Drama, Family",5.839567609057182,5.839567609057182,Sunil Varma,Shit Govind Kumar Bandu,Mohammed Fahim,Shit Govind
Pyar Se Bolo Devaa,2018,112,"Drama, Romance",5.839567609057182,5.839567609057182,Tiger Yd Yadav,Aisha,Devaa,Bablu Rai
Pyare Mohan,2006,130,"Action, Comedy, Crime",3.3,827.0,Ravinddra Khare,Indra Kumar,Fardeen Khan,Vivek Oberoi
Pyasa Jism,2003,128,Thriller,5.839567609057182,5.839567609057182,Amit Dhamija,Ferozeh,Shakti Kapoor,Sohail Khan
Pyasi Atma,1998,128,Horror,4.7,9.0,P. Chandrakumar,Dolly Bindra,Brahmachari,Mithun Chakraborty
Pyasi Dilruba,1991,128,Thriller,5.839567609057182,5.839567609057182,K. Madhavan,Babita Kapoor,Poornima,Raghu
Pyasi Meri Nigahen,1990,128,Thriller,5.839567609057182,5.839567609057182,Anuradha,Shiva,Silk Smitha,Swapna
Qala,2021,128,"Drama, Horror, Thriller",5.839567609057182,5.839567609057182,Anvita Dutt,Swastika Mukherjee,Tripti Dimri,Babil Khan
Qasam Se Qasam Se,2012,145,Romance,4.0,18.0,Ashfaq Makrani,Faith,Farhan,Satish Kaushik
Qatil Dilruba,1989,69,Drama,5.839567609057182,5.839567609057182,Mohan Gandhi,Baskaran,Salim Bava,Pratap Chandra
Qatil Jawani,1990,128,"Crime, Drama, Thriller",5.839567609057182,5.839567609057182,Mohan,I.V. Sasi,Babloo,Hari
Qayamat Ki Raat,1990,128,Horror,4.6,10.0,G.T.B. Harvey,Pappu Verma,Goga Kapoor,Shakti Kapoor
Qeemat,1956,128,Drama,5.839567609057182,5.839567609057182,Abhi Bhattacharya,Jabeen Jalil,Chaman Puri,Madan Puri
Quartet 1,2012,104,Drama,5.839567609057182,5.839567609057182,Buddhadev Dasgupta,Bobby Chakraborty,Pradip Roy,Jaya Seal
Queen of Khajuraho,2001,128,Thriller,5.839567609057182,5.839567609057182,Papu Bahruz,Aman Sagar,Kirti Shetty,Sohail Khan
Queen of Sajjangarh,2021,128,Horror,5.9,20.0,Mahaveer Shringi,Vaibhav Chauhan,Rajesh Dubeay,Abhijeet Ghadge
Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,97,"Action, Comedy, Drama",5.8,802.0,Shashanka Ghosh,Rajendra Prasad,Rambha,Anu Menon
Raadha Aur Seeta,1979,109,"Drama, Family",5.4,7.0,Vijay Kapoor,Rajendranath Malhotra,Madan Puri,Leela Mishra
Raag Prayaag,2017,60,Documentary,5.839567609057182,5.839567609057182,Nandan Kudhyadi,Ajoy Chakrabarti,Satyasheel Deshpande,Mahesh Elkunchwar
Raanjhanaa,2013,140,"Drama, Romance",7.6,30344.0,Aanand L. Rai,Dhanush,Sonam Kapoor,Mohd. Zeeshan Ayyub
Raasaiyya,1995,129,"Comedy, Drama",4.9,178.0,Kannan,R. Kannan,Prabhu Deva,Roja
Raat,1992,127,Horror,7.1,1020.0,Ram Gopal Varma,Revathi,Rohini Hattangadi,Om Puri
Raat Ke Laddu,2000,128,Thriller,5.839567609057182,5.839567609057182,Sandish Gandhi,Farooq Khan,RajasekarDop,Ravi Varma
Raat Ke Saudagar,2002,128,Drama,5.839567609057182,5.839567609057182,Yousif Salim,Sabreena,Zahid Ali,Kirti Shetty
Raat Ki Baat,2000,128,Crime,3.6,7.0,Anil Dhanda,Mandeep,Sapna Sappu,Rajni Chandra
Rabba Main Kya Karoon,2013,116,"Comedy, Romance",4.3,277.0,Amrit Sagar,Akash Sagar Chopra,Tahira Kochhar,Arshad Warsi
Racket,2018,122,Drama,7.3,17.0,Rahul Rajan,Rahul Ranjan,Suman Jain,Vaishnavi Karmarkar
Raeeszada,1990,149,Drama,3.6,22.0,Bharat Kapoor,Sonam,Bharat Bhushan,Anil Dhawan
Raftaar - An Obsession,2009,128,Thriller,5.9,7.0,Vickey S. Kumar,Aryan Singh,Vishal Kaushik,Tonisha Pawar
Raghav,2014,128,Drama,7.1,30.0,Bhupendra Bhattarai,Gita Adhikari,Basanta Bhatta,Cait Brasel
Raghu More: Bachelor of Hearts,2003,128,Comedy,4.5,15.0,Iqbal Raj,Anamika Goel,Sonika Kapoor,Mangala Kenkre
Ragini MMS,2011,93,"Drama, Horror, Mystery",4.9,2489.0,Pawan Kripalani,Kainaz Motivala,Rajkummar Rao,Rajat Kaul
Rahemdil Jallad,1985,128,Action,5.839567609057182,5.839567609057182,Qamar Narvi,Rama Kanuja,Mazhar Khan,Ritu Khanna
Rahenge Sadaa Gardish Mein Taare,2017,70,Drama,5.6,12.0,Saif Hyder Hasan,Rajesh Khera,Sonali Kulkarni,Arif Zakaria
Rahgeer,1943,128,"Comedy, Musical",5.839567609057182,5.839567609057182,A. Rashid,Anwari,Trilok Kapoor,Masood
Rahul,2001,151,Drama,5.4,249.0,Prakash Jha,Shabana Raza,Yash Gawli,Rajeshwari Sachdev
Railway Children,2016,120,"Crime, Drama",8.0,137.0,Prithvi Konanur,Yash Shetty,Syed Pervez,Ramachandra Hosur
Railway Raju,2019,120,"Crime, Thriller",7.5,6.0,Dinkar Rao,Anubhav Dixit,Monika Mishra,Lavanya Rao
Rain Basera,1988,128,Drama,5.839567609057182,5.839567609057182,Sai Paranjape,Asha Dandavate,Veeni Paranjape Joglekar,Sudha Karmarkar
Rainbow,2015,106,"Comedy, Drama",7.9,3652.0,Nagesh Kukunoor,Krrish Chhabria,Hetal Gada,Vipin Sharma
Raj Nandini,1962,128,Romance,5.839567609057182,5.839567609057182,Agha,Amitha,Karan Dewan,Rajan Haksar
Raja Abroadiya,2018,117,Romance,4.3,22.0,Lakhwinder Shabla,Robin Sohi,Vaishnavi Patwardhan,Alankrita Bora
Raja Ki Ayegi Baraat,1997,158,"Drama, Romance",3.7,373.0,Ashok Gaekwad,Shadaab Khan,Rani Mukerji,Gulshan Grover
Raja Mariyathai,1987,128,Drama,5.839567609057182,5.839567609057182,Karhitk Ragjhunath,Shivaji Ganesan,Janakaraj,Karthik
Raja Rani's Love in Jungle,1995,109,"Adventure, Drama, Romance",5.839567609057182,5.839567609057182,L.V. Madhav,Vijaya Shetty,Mahendra Kumar,Priya
Rajdarshan,2017,110,Comedy,5.839567609057182,5.839567609057182,Shivajee Chandrabhushan,Sorabh Chauhan,Anang Desai,Zakir Hussain
Rajdrohi,1993,128,Action,5.839567609057182,5.839567609057182,Saket,Raj Gaurav,Menaj,Ravi Patwardhan
Rajma Chawal,2018,117,"Comedy, Drama, Family",5.8,1698.0,Leena Yadav,Amyra Dastur,Rishi Kapoor,Sheeba Chaddha
Rajput Ramani,1936,138,Adventure,3.1,10.0,Keshavrao Dhaiber,Nalini Tarkhad,Nanasaheb Phatak,Shanta Apte
Rajula,2013,128,Drama,6.8,14.0,Nitin Tiwari,Anil Ghildiyal,Vishnu Gurung,Ashima Pandey
Raka,2021,118,Action,5.839567609057182,5.839567609057182,Dhananjay Mukherjee,Ujjwal Ank,Laltu Bagdi,Palash Chatterjee
Rakhtbeej,2012,120,Thriller,3.1,15.0,Anil Ballani,Julia Datt,Tinnu Anand,Mansi Dovhal
Rakkhosh,2019,128,Horror,4.7,162.0,Abhijit Kokate,Srivinay Salian,Sanjay Mishra,Priyanka Bose
Rakshaa Bandhan,1977,90,Drama,7.6,5.0,Shantilal Soni,Jairaj,Pallavi Joshi,Lalita Pawar
Raktanadir Dhara,1994,128,Musical,6.9,12.0,Ram Mukherjee,Soumitra Bannerjee,Chiranjit,Nirmal Kumar
Ram Aur Rahim,1968,128,Drama,5.839567609057182,5.839567609057182,Shivaji Ganesan,Surya Kumari,Gummadi Lingamurthy,Pasala Suryachandra Rao
Ramaa: The Saviour,2010,120,"Action, Adventure, Drama",3.4,147.0,Hadi Abrar,Sahil Khan,Tanushree Dutta,Meghan Jadhav
Ramad,2017,142,"Drama, Thriller",7.5,38.0,Shankar Addi Mehra,Sourabh Arora,Abhinav Goyal,Raphael Jose
Ramaiya Vastavaiya,2013,148,"Action, Drama, Romance",5.7,3531.0,Prabhu Deva,Shruti Haasan,Girish Taurani,Randhir Kapoor
Ramanujan (The Man who reshaped 20th Century Mathematics),2018,128,Documentary,5.839567609057182,5.839567609057182,Akashdeep,Akashdeep Pandey,Krishna Kumar Anant,Rphan Jadhav
Ramayan,1933,128,Fantasy,5.839567609057182,5.839567609057182,Mukhtar Begum,Indubala,Prithviraj Kapoor,Leela
Ramer Sumati,1947,144,"Drama, Family",5.839567609057182,5.839567609057182,Kartick Chattopadhyay,Molina Devi,Jahar Ganguli,Prafullabala
Ramprasad Ki Tehrvi,2019,115,"Comedy, Drama",7.6,3574.0,Seema Bhargava,Manoj Pahwa,Deepika Amin,Ninad Kamat
Rampur Ka Raja,1993,128,Action,5.1,13.0,Gopal B.,Babu Mohan,Divya Bharti,Brahmanandam
Ramudochhadu,1996,125,"Action, Comedy, Drama",6.1,77.0,Kodanda Rami Reddy A.,Krishna Ghattamaneni,Suhasini,Satyanarayana Kaikala
Ramyug,1987,37,"Action, Drama, Fantasy",5.839567609057182,5.839567609057182,Kunal Kohli,Diganth,Aishwarya Ojha,Akshay Dogra
Ranbanka,2015,98,Action,3.6,119.0,Aryeman Ramsay,Manish Paul,Ravi Kishan,Pooja Thakur
Ranchi Diaries,2017,93,Thriller,7.3,81.0,Sattwik Mohanty,Soundarya Sharma,Pradeep Singh,Anupam Kher
Rangdari,2012,128,Action,6.6,9.0,Avinash Abhimanyu,Avinash Nanda,Abhimanyu Mishra,Gaurav Chopra
Rani Aur Lalpari,1975,135,"Drama, Family, Fantasy",6.7,42.0,Ravikant Nagaich,Baby Rani,Reena Roy,Abbas Ali
Rani Mera Naam,1972,128,Action,5.1,15.0,K.S.R. Das,Vijayalalitha,Ajit,Madan Puri
Ranj,2019,80,Drama,7.2,9.0,Sunit Sinha,Raju Kumar,Madhu Sagar,Kriti Sharma
Ranthambore,2014,88,"Adventure, Horror, Thriller",5.839567609057182,5.839567609057182,Paul R. Solomon,Prasenjit Das,Aishmita Meena,Jay Mukunda
Ranviir the Marshal,2015,132,"Action, Drama, Thriller",7.7,7.0,Milind Ukey,Rishy,Rati Agnihotri,Ramnita Chaudhry
Rao Saheb,1986,123,"Comedy, Drama",5.7,7.0,Vijaya Mehta,Arvind Gadgil,Chandrakant Gokhale,Vasant Ingle
Rashmi Rocket,2021,128,Sport,5.839567609057182,5.839567609057182,Akarsh Khurana,DJ Farman,Mostafiz Mortoza,Priyanshu Painyuli
Rashtraputra,2018,122,"Action, Biography, Drama",5.7,23.0,Megastar Maharishi Aazaad,Megastar Maharishi Aazaad,Rakesh Bedi,Abhay Bhargava
Rasmon Ki Zanjeer,1999,128,Drama,5.839567609057182,5.839567609057182,Sanjeev Tony,Master Guddu,Dilip Dhawan,Avtar Gill
Ratan,1944,118,"Musical, Romance",7.2,30.0,M. Sadiq,Swaran Lata,Karan Dewan,Amir Banu
Real Champions,1987,128,Drama,5.839567609057182,5.839567609057182,Ashok Baphna,Avani,Ronit,Yatharth
Rebellious Flower,2016,110,"Biography, Drama",6.8,241.0,Krishan Hooda,Prince Shah,Shashank Singh,Mantra Mugdh
Red Affair,2017,128,Thriller,5.839567609057182,5.839567609057182,Subroto Paul,Pradeep Rangwani,Arbaaz Khan,Manjari Fadnnis
Red Bluff,2016,128,"Action, Drama",5.839567609057182,5.839567609057182,Sukhwant Dhadda,Consuelo Vega,Jaime Aymerich,Gary Nohealii
Red Light,2006,128,Drama,5.839567609057182,5.839567609057182,Suresh Jain,Gulshan,Tanveer,Kanchan
Red Mercury Mission in India,2021,128,"Action, Crime, War",5.839567609057182,5.839567609057182,Maheshh,Sukesh,Trigger Ravi,Spurthi Rao
Red Signal (the Age of youth),1987,128,Comedy,5.839567609057182,5.839567609057182,Vijay Verma,Meet Arora,Sumit Bharadwaj,Avi Kashyap
Rediscovering India,2017,124,Documentary,9.0,62.0,Meenal Dixit,Benny John,Benny John,Meenal Dixit
Redrum,2018,101,Thriller,3.9,28.0,Dhruv,Sourabh,Vibhav Roy,Saeeda Imtiaz
Refl3ct,2021,65,Sci-Fi,9.3,467.0,Nikhil Mahar,Vijay Mahar,Vijay Mahar,Nikhil Mahar
Relax,2005,131,Thriller,3.2,8.0,Pradeep C. Shetty,Rohan,Daisy Bopanna,Ali
Remember Amnesia,2019,88,Comedy,7.7,29.0,Ravi Godse,Lisa Ann Walter,Tovah Feldshuh,Curtiss Cook
Renukadevi Mahatyam,1960,128,"Drama, Musical",5.839567609057182,5.839567609057182,K.S. Prakash Rao,Kongara Jaggaiah,Varalakshmi G.,Gummadi
Rescue,2019,80,Drama,4.5,18.0,Nayan Pachori,Rahul Thulasiram,Sreejita De,Ishita Ganguly
Ret Mahal,1949,128,Drama,5.839567609057182,5.839567609057182,B.N. Chowhan,Altaf,Khurshid Jr.,Sudha Rao
Return Of Gadar - Ek Desh Premi,2002,120,Action,5.839567609057182,5.839567609057182,Kishan Shah,Duplicate Sunny Deol,Ramesh Goyal,Amit Kapoor
Return of Toofan Mail,1942,128,Action,5.839567609057182,5.839567609057182,Aspi Irani,Arun,Shamim,Jagdish Sethi
Return to Rajapur,2006,128,"Drama, Romance",6.0,151.0,Nanda Anand,Lynn Collins,Kelli Garner,Justin Theroux
Reva,2018,159,Drama,8.4,692.0,Rahul Bhole,Vinit Kanojia,Bhairavi Athavle,Abhinay Banker
Revati,2005,145,Drama,5.1,34.0,Farogh Siddique,Kashmira Shah,Shreyas Talpade,Ayub Khan
Rhino,1987,103,"Adventure, Drama",5.839567609057182,5.839567609057182,Shashank Shanker,Vinod Arora,Nirmal Banerjee,Deepak Chakravarti
Rifle Ganj,2016,121,"Crime, Drama",5.839567609057182,5.839567609057182,Manoj K. Jha,Madhulagna Das,Puja Gupta,Mohan Joshi
Rifle Girl,1958,128,Action,5.839567609057182,5.839567609057182,B.J. Patel,Rajan Kapoor,Mehroo,Nilofer
Rise of the Zombie,2013,86,"Drama, Horror, Thriller",3.5,404.0,Luke Kenny,Devaki Singh,Luke Kenny,Kirti Kulhari
Risknamaa 2,2021,150,Thriller,5.839567609057182,5.839567609057182,Aarun Nagar,Kirti Gurjar,Prajakta Kiran,Prayas Mann
Ritu,2014,129,"Drama, Romance",6.8,25.0,Manoj Adhikari,Raj Ballav Koirala,Malina Joshi,Reema Bishwokarma
Rizwan,2020,130,Drama,5.839567609057182,5.839567609057182,Haresh Vyas,Jalpa Bhatt,Gaurav Chansoria,Digisha Gajjar
Roar: Tigers of the Sundarbans,2014,123,"Action, Adventure, Sci-Fi",5.6,702.0,Kamal Sadanah,Aadil Chahal,Ahran Chaudhary,Pranay Dixit
Robinhood Ke Pote,2016,128,Drama,5.839567609057182,5.839567609057182,Lucky Hansraj,Pradeep Singrole,Rajat Barmecha,Anshuman Jha
Rockford,1999,102,"Comedy, Drama",7.4,1352.0,Nagesh Kukunoor,Rohan Dey,Jayant Kripalani,Nandita Das
Rocky the Slave,1987,128,Action,5.839567609057182,5.839567609057182,James John,Dalip Tahil,Jackie Shroff,Gavin Packard
Rokkk,2010,180,"Drama, Horror, Mystery",4.2,125.0,Rajesh Ranshinge,Tanushree Dutta,Udita Goswami,Shaad Randhawa
Roll Sound Camera Action: RSCA,2015,105,Drama,5.839567609057182,5.839567609057182,Jayesh Sheth,Yash Eshawari,Bobby Kumar,Manish Mehta
Romancebaazi,2021,128,Drama,5.839567609057182,5.839567609057182,Sunny Solanki,Mukesh Aahuja,Ashish Kadian,Javed Rizvi
Romeo Idiot Desi Juliet,2020,128,Comedy,5.839567609057182,5.839567609057182,Ajay Lohan,Sandeep Bharadwaj,Brijendra Kala,Neelu Kohli
Room: The Mystery,2015,90,Thriller,3.5,31.0,Faisal Khan,Atif Jamil,Ibra Khan,Roselyn Dsouza
Rose Thorn,2004,128,Thriller,5.839567609057182,5.839567609057182,Sheetal,Paul Betts,Bob Christo,Steve Edwards
Roshni,2018,45,"Documentary, Family",6.2,186.0,Anshul Adhikari,Nazneen Bhatia,Roshni,Vandana Shiva
Royal Commander,1938,128,Action,5.839567609057182,5.839567609057182,Udwadia,Gulab,Nurjahan,Anil Kumar
Royal Mail,1963,128,Action,5.839567609057182,5.839567609057182,B.J. Patel,Mahesh Kumar,Ambika,Ranjan Kapoor
Royal Utsav,2009,128,Action,5.839567609057182,5.839567609057182,Ravi Pathak,Charu Arora,Sudesh Berry,Tripta Chopra
Rudali,2019,128,Drama,5.839567609057182,5.839567609057182,Suman Mukhopadhyay,Usha Ganguli,Kalpana Thakur Jha,Senjuti Mukherjee
Rukhsar,1987,128,Drama,5.839567609057182,5.839567609057182,Ashish Nehra,Ronit Agrawal,Mohan Kant,Geeta Saroha
Run Bhuumi - Champs Don't Cry,2015,107,Family,5.7,7.0,Prashant Singh Rathore,Himani Attri,Mansoob Haider,Hema Singh
Run Zindagi Run,2020,152,"Action, Crime, Thriller",7.5,8.0,Dinesh Parihar,Nitesh Shrivastava,Nidhi Shrivastava,Lokesh Gorker
Running Shaadi,2017,114,"Comedy, Romance",6.6,2440.0,Amit Roy,Arsh Bajwa,Taapsee Pannu,Richa Meena
Runway: Love Among Gun Shots...,2009,102,"Action, Crime, Drama",4.0,23.0,Praful Tiwari,Sunil Tiwari,Amarjeet,Tulip Joshi
Rupaiya,1950,128,Drama,5.839567609057182,5.839567609057182,G.P. Pawar,Manmohan Krishna,Mirajkar,Kumari Naaz
Rut Rangeeli Ayee,1972,128,"Action, Crime, Drama",5.839567609057182,5.839567609057182,M.M. Pushkaran,Bari,Bharat Bhushan,Brahmachari
S P Teja,1992,128,Action,5.839567609057182,5.839567609057182,Sri Ram Kumar,Sri Ram Kumar,Kushboo,Jaya Prada
"Saako-363, Amrita Ki Khejadi",1987,128,"Adventure, Drama, History",5.839567609057182,5.839567609057182,Kalyan Seervi,Sneha Ullal,Milind Gunaji,Brij Gopal
Saali Poori Gharwali,2000,128,Thriller,5.839567609057182,5.839567609057182,Dolly Bindra,Jay Devi,Mahesh Kawal,Yogendra Konkar
Saamri,2000,128,Horror,3.8,5.0,Gajendra Chauhan,Junior Govinda,Sohail Khan,Jyoti Rana
Saansein: The Last Breath,2016,101,"Horror, Romance",3.1,143.0,Rajiv S. Ruia,Sonarika Bhadoria,Aamir Dalvi,Rajniesh Duggall
Saari Raat,2015,83,Drama,5.6,23.0,Aparna Sen,Ritwick Chakraborty,Anjan Dutt,Konkona Sen Sharma
Saat Saheliyan,2002,128,Comedy,5.839567609057182,5.839567609057182,Narendra Bedi,Divyaa Dwivedi,Pramod Jaiswal,Raaj Malhotra
Saat Sawal Yane Haatim Tai,1971,128,"Action, Adventure, Drama",5.839567609057182,5.839567609057182,Babubhai Mistry,Naval Kumar,Heena Kumari,Sujata
Saathi: The Companion,2005,128,Romance,5.839567609057182,5.839567609057182,Faaiz Anwar,Rupa Dutta,Divij Kak,Aanchal Anand
Saavi: A Bonded Bride,2015,150,Drama,6.7,9.0,Rajeev Kumar,Jaspinder Cheema,Manni Boparai,Daljinder Basran
Saaya Kaali Raat Mein,2001,128,Action,5.839567609057182,5.839567609057182,Mahmood Khan,Rani Sinha,Rajesh Tiwari,Sainora
Saaz Aur Sanam,1971,128,Romance,5.839567609057182,5.839567609057182,J.B.H. Wadia,Premendra,Rekha,Suresh Chatwal
